Ref,Project name,Country,Date online,Decomission date,Status,Technology,Technology_details,Technology_electricity,Technology_electricity_details,Product,EndUse_Refining,EndUse_Ammonia,EndUse_Methanol,EndUse_Iron&Steel,EndUse_Other Ind,EndUse_Mobility,EndUse_Power,EndUse_Grid inj.,EndUse_CHP,EndUse_Domestic heat,EndUse_Biofuels,EndUse_Synfuels,EndUse_CH4 grid inj.,EndUse_CH4 mobility,Announced Size,Capacity_MWel,Capacity_Nm³ H₂/h,Capacity_kt H2/y,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],Location
2196,Solar methanol,AUS,2028.0,,Feasibility study,PEM,,Dedicated renewable,Others/Various,MeOH,,,1.0,,,,,,,,,,,,10MW,10.0,1923.0,1.5,1923.0,Port Augusta 
2200,Pronghorn H2,USA,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,1.0,1.0,,,,,,,,1.0,1.0,,,1000MW,1000.0,222222.0,173.3,222222.0,Random location in Wyoming
2202,Sustainable Fuels Group - CIP Carbon reduced Ammonia plant St Rose (LA),USA,2027.0,,Feasibility study,NG w CCUS,ATR+CCUS,,,Ammonia,,1.0,,,,,,,,,,,,,4 kt NH3/d (production),,337214.0,263.0,0.0,Random location in Gulf Coast
2203,China State Shipbuilding (CSSC) 500MW wind power hydrogen methanol production project in Tong Liao ,CHN,2026.0,,FID/Construction,ALK,,Dedicated renewable,Onshore wind,MeOH,,,1.0,,,,,,,,,,,,280 kt MeOH/y capacity,316.1,68713.0,54.0,68713.0,Tong Liao 
2204,"Hy2gen Yucatan Marengo project,  1",MEX,2028.0,,Concept,ALK,,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,160MW,160.0,34783.0,27.1,34783.0,"Campeche, Yucatan"
2205,"Hy2gen Yucatan Marengo project,  2",MEX,2028.0,,Concept,PEM,,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,40MW,40.0,7692.0,6.0,7692.0,"Campeche, Yucatan"
2208,Lhyfe Bade-Würtemberg,DEU,2025.0,,FID/Construction,ALK,,Grid,,H2,,,,,1.0,1.0,,,,,,,,,10MW,10.0,2174.0,1.7,2174.0,Schwäbisch Gmünd 
2210,"Fiume Santo, comercial plant",ITA,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,50MW,50.0,11111.0,8.7,11111.0,Fiume Santo
2211,OX2 Neptunus Hub,SWE,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,225 kt H2/y (production),2361.2,524718.0,409.0,524718.0,Aprox location in the map
2212,"Urbaser methanol plant, phase 1",ESP,2026.0,,Feasibility study,Biomass,Waste gasification,,,MeOH,,,1.0,,,,,,,,,,,,66 kt MeOH/y (production),,10798.0,8.0,10798.0,Zaragoza
2213,"Urbaser methanol plant, phase 2",ESP,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,MeOH,,,1.0,,,,,,,,,,,,70 kt MeOH/y (production),154.6,34357.0,27.0,34357.0,Zaragoza
2214,"Los Barrios coal plant, Cadiz, phase 2",ESP,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,1.0,1.0,,,,,,,,,,100MW,100.0,22222.0,17.3,22222.0,Los Barrios
2215,"Los Barrios coal plant, Cadiz, phase 3",ESP,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,400MW,400.0,88889.0,69.3,88889.0,Los Barrios
2217,Toqlukuti'k Wind and H2 Project - Phase 1,CAN,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,1.0,1.0,,,,,,,,,1.0,,,,35 kt H2/y (production),505.0,112231.0,88.0,112231.0,Come By Chance refinery 
2218,Holmaneset Project (GAP FFI Holmaneset),NOR,2027.0,,Feasibility study,PEM,,Grid,,Ammonia,,1.0,,,,,,,,,,,,,300MW,300.0,57692.0,45.0,57692.0,Holmaneset 
2219,Onyx plant - Port of Rotterdam,NLD,2028.0,,Feasibility study,NG w CCUS,ATR+CCUS,,,H2,,,,,,,,,,,,,,,300kt H2/y,,384793.0,300.0,0.0,Port of Rotterdam
2221,"Chubu Electric Power - Chiyoda - Hazer, phase 1",JPN,2030.0,,Concept,Other,Methane pyrolysis,,,H2,,,,,1.0,1.0,1.0,,,,,,,,2.5-10 kt H2/y,,8017.0,6.0,8017.0,Chubu region
2223,Adams Fork Energy (WV),USA,2028.0,,Concept,NG w CCUS,ATR+CCUS,,,Ammonia,,,,,,,,,,,,,,,6kt NH3/d - 3.6 Mt CO2/y,,505820.0,394.0,451355.0,Mingo county
2224,Horizonte de Verano - Summer Horizon - phase 1,PER,2027.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,"0.42 Mt NH3/y , production",873.1,194013.0,151.0,194013.0,"Arequipa, Peru"
2225,Pampas,ARG,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,1.0,1.0,,1.0,,,,,,,,,,35 kt H2/y (production),505.0,112231.0,88.0,112231.0,Patagonia Argentina
2226,Bear Head Energy - Nova Scotia project Phase 1a,CAN,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,Onshore wind,Ammonia,,1.0,,,,,,,,,,,,,2 Mt NH3/y (Production),2969.6,659909.0,514.0,659909.0,Point Tupper port
2227,"Hive H2 Albamed, phase 1",ESP,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,800MW,800.0,177778.0,138.6,177778.0,Albacete
2228,"Hive H2 Albamed, phase 2",ESP,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,800MW,800.0,177778.0,138.6,177778.0,Albacete
2232,ErasmoPower2X,ESP,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,,,,,,,325MW,325.0,72222.0,56.3,72222.0,Puertollano 
2233,Electrolysis Corridor East Germany (H2 Corridor) Phase I - Pasewalk,DEU,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,60MW,60.0,13333.0,10.4,13333.0,Pasewalk
2236,JSW Steel ,IND,2025.0,,FID/Construction,ALK,,Dedicated renewable,Unknown,H2,,,,1.0,,,,,,,,,,,25MW,25.0,5435.0,4.2,5435.0,Vijayanagar
2237,Idemitsu Refinery - H2 from municipal waste,JPN,2030.0,,Concept,Biomass w CCUS,Waste gasification,,,H2,1.0,,,,,,,,,,,,,,15 t H2/d production,,7803.0,6.0,7803.0,"Chita, Japan"
2239,Solatio - Ammonia project state of Piaui (phase I),BRA,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,Ammonia,,1.0,,,1.0,,,,,,,,,,1.9GW or 283 kton H2 1.6MtNH3/y production,1633.4,362988.0,283.0,362988.0,Piaui state
2240,Solatio - Ammonia project Parnaiba export zone (phases II to VI),BRA,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,Ammonia,,1.0,,,1.0,,,,,,,,,,9.5GW or 1.42 Mton H2 8MtNH3/y production,8178.8,1817506.0,1417.0,1817506.0,Piaui state
2243,H2 production for a H2 Fuell station ,NLD,2026.0,,FID/Construction,AEM,,Other/Unknown,Unknown,H2,,,,,,1.0,,,,,,,,,1MW,1.0,210.0,0.2,210.0,Oude Tonge
2246,"Repsol Tarragona, phase 1",ESP,2027.0,,Feasibility study,ALK,,Grid,,H2,1.0,,,,,,,1.0,,,,,,,150MW,150.0,32609.0,25.4,32609.0,Tarragona refinery
2253,HYRO  3 Northfleet- Kimberly-Clark project (2 pamts),GBR,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,1.0,,,,,,,,,,17 MW,17.0,3778.0,2.9,3778.0,Northfleet
2254,Ver-Amonia,ESP,2034.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,25MW,25.0,5556.0,4.3,5556.0,Teruel
2256,Raven Iberia Zaragoza waste-to-hydrogen plant,ESP,2026.0,,Feasibility study,Biomass,Waste gasification,,,H2,,,,,,,,,,,,,,,1.6 kt H2/y,,2280.0,2.0,2280.0,Zaragoza
2257,Invenergy Port of Grays Harbor,USA,2026.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,45t H2/d,189.6,42135.0,33.0,42135.0,Port of Grays Harbour
2258,Lhyfe - Schaeffler Group plant in Herzogenaurach,DEU,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,1.0,,,,,,,,,,15MW,15.0,3333.0,2.6,3333.0,Herzogenaurach
2259,Sungas first green methanol facility,USA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,MeOH,,,1.0,,,,,,,,,,,,390kt MeOH/y,430.7,95708.0,75.0,95708.0,Random location in the US
2260,Barataria - pHYnix,ESP,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,70MW,70.0,15556.0,12.1,15556.0,Alcázar de San Juan
2261,RDSF - Metacon MoU,POL,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,5MW,5.0,1111.0,0.9,1111.0,Katowice
2262,Bradford Low Carbon Hydrogen,GBR,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,24.5 MW,24.5,5444.0,4.2,5444.0,Bradford
2265,H2 Production Plant at High Marnham,GBR,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,,0.0,,,0.0,Marnham
2266,HyBont,GBR,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,5.2MW,5.2,1156.0,0.9,1156.0,Brynmenyn
2267,Quill 2,GBR,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,,,1.0,,,,,,,8 MW,8.0,1778.0,1.4,1778.0,Random location in NW England
2268,West South Wales Hydrogen Project,GBR,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,1.0,1.0,1.0,,,,,,,,20MW,20.0,4444.0,3.5,4444.0,Milford Haven
2269,Suntory Hakushu Distillery and Suntory Minami Alps Hakushu Water Plant,JPN,2025.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,,,,,,,16MW,16.0,3556.0,2.8,3556.0,Yamanashi 
2271,Jorf Hydrogen Platform JH2P,MAR,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,Ammonia,,1.0,,,,,,,,,,,,,100kt NH3/y production - 150MW,120.0,26667.0,20.8,26667.0,Jorf-El Jadida
2275,Hydrogen Micro Hub,KOR,2026.0,,Concept,SOEC,,Nuclear,,H2,,,,,,,,,,,,,,,,0.0,,,0.0,Seoul
2277,Indaver,IRL,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,Unknown,H2,,,,,1.0,1.0,,,,,,,,,10MW,10.0,2222.0,1.7,2222.0,Indaver Waste-to-Energy plant
2278,Bord Na Mona & BOC hydrogen project,IRL,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,,,,,,,,,,,2MW,2.0,444.0,0.3,444.0,Mount Lucas
2280,Green Atlantic at Moneypoint project,IRL,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,,0.0,,,0.0,Moneypoint
2281,EI-H2 project,IRL,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,50MW,50.0,11111.0,8.7,11111.0,Aghada
2282,Duisburg Harbor,DEU,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,20MW,20.0,4444.0,3.5,4444.0,Duisburg Inner Harbour
2283,Ammonia project Jordan,JOR,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,100-300k t NH3/year production,692.9,153979.0,120.0,153979.0,Port of Aqaba
2288,Three Gorges Corp.'s Inner Mongolia project ,CHN,2023.0,,Operational,ALK,,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,,,,,,,,,10 kt H2/y production - 16x1000 Nm3/h units,73.6,16000.0,12.0,16000.0,Ordos
2289,Twelve Moses Lake SAF project,USA,2025.0,,FID/Construction,PEM,,Dedicated renewable,Unknown,Synfuels,,,,,,,,,,,,1.0,,,40000 gallons/y (production),1.1,205.0,0.0,205.0,Lake Moses
2293,Shanghai Chemical Industry Park,CHN,2028.0,,Concept,NG w CCUS,SMR+CCUS,,,H2,,,,,1.0,,,,,,,,,,"70,000 Nm3/h",,70000.0,54.6,0.0,Shanghai Chemical Industry Park
2294,Terranova Hydrogen,BEL,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,2.5MW,2.5,556.0,0.4,556.0,Zelzate
2296,Denain - Phase I,FRA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,1.0,,,,,,,,,2.5MW,2.5,556.0,0.4,556.0,Denain
2297,Denain - Phase II,FRA,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,1.0,,,,,,,,,,120MW,120.0,26667.0,20.8,26667.0,Denain
2298,CarlHYng,FRA,2028.0,,Feasibility study,PEM,,Grid,,H2,,,,1.0,,,,,,,,,,,100MW,100.0,19231.0,15.0,19231.0,"Carling, Saint-Avold"
2299,Alp’Hyne,FRA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,1.0,,,,,,,,,2MW,2.0,444.0,0.3,444.0,Bonneville
2300,H2BYCOL,FRA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,1.0,,,,,,,,,1MW,1.0,222.0,0.2,222.0,Chilly-Mazarin
2303,"Globeleq green hydrogen project, phase 1",EGY,2027.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,100 kt NH3/y ,103.9,23097.0,18.0,23097.0,Random location in  Suez Cana
2304,"Globeleq green hydrogen project, phase 2",EGY,2034.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,3.6GW,3500.0,777778.0,606.4,777778.0,Random location in  Suez Cana
2305,"Daures Green Hydrogen Village, phase 1",NAM,2025.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,0.25 MW - 18 t h2/y - 100 t NH3/y capacity,0.25,56.0,0.043,56.0,Daures
2306,"Daures Green Hydrogen Village, phase 2",NAM,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,5 MW - .62 kt H2/y - 35 kt NH3/y capacity,4.75,1056.0,0.8,1056.0,Daures
2307,"Daures Green Hydrogen Village, phase 3",NAM,2032.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,420 MW- 121 kt H2/y - 352 kt NH3/y capacity,415.25,92278.0,71.9,92278.0,Daures
2308,"Daures Green Hydrogen Village, phase 4",NAM,2032.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,840MW - 240 kt H2/y - 700 kt NH3/y capacity,424.75,94389.0,73.6,94389.0,Daures
2309,Hynamics Dunkirk - SHYMED,FRA,2030.0,,Concept,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,1MW,1.0,217.0,0.2,217.0,Dunkirk
2310,Hynamics Martres-Tolosane,FRA,2026.0,,Feasibility study,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,2MW,2.0,435.0,0.3,435.0,Martres-Tolosane
2311,Vitry H2,FRA,2026.0,,Feasibility study,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,2MW,2.0,435.0,0.3,435.0,Vitry-sur-Seine
2312,Hynamics LH2,FRA,2026.0,,Feasibility study,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,2MW,2.0,435.0,0.3,435.0,Le Havre
2313,Hynamics VSGP,FRA,2026.0,,Feasibility study,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,2MW,2.0,435.0,0.3,435.0,Vallée Sud Grand Paris
2314,Hynamics Cannes,FRA,2026.0,,Feasibility study,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,2MW,2.0,435.0,0.3,435.0,Cannes
2315,Hynamics Hydom,FRA,2030.0,,Feasibility study,ALK,,Grid,,H2,,,,,1.0,,,,,,,,,,85MW,85.0,18478.0,14.4,18478.0,"Saint-Fons, Rhône, Auvergne-Rhône-Alpes, France"
2316,Take Kair,FRA,2031.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,Synfuels,,,,,,,,,,,,1.0,,,"200MW, 50 kt e-kerosene/y capacity",200.0,44444.0,34.7,44444.0,Saint-Pierre-La-Cour
2317,Holyhead Hub,GBR,2026.0,,FID/Construction,ALK,,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,1 MW,1.0,217.0,0.2,217.0,Holyhead
2318,Stanwell Power Station - Hysata DEMO,AUS,2025.0,,DEMO,ALK,Hysata capillary design,Other/Unknown,,H2,,,,,,,,,,,,,,,5MW,5.0,1087.0,0.8,1087.0,Stanwell Power Station
2319,Eni Sannazzaro Waste to Methanol/H2,ITA,2029.0,,Feasibility study,PEM,,Grid,,H2,1.0,,1.0,,,,,,,,,,,,2000 Nm3 H2/h,10.4,2000.0,1.5,2000.0,Sannazzaro dei Burgondi
2323,Sines Repsol - H2Alba,PRT,2026.0,,FID/Construction,PEM,,Grid+Renewables,Solar PV,H2,,,,,1.0,,,,,,,,,,4MW,4.0,769.0,0.6,769.0,Sines Chemical complex
2324,"Electrolyzers with ""network related function"" in Apulia - Phase 2",ITA,2031.0,,Concept,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,,,1.0,,,,,,,800MW,710.0,157778.0,123.0,157778.0,Random location in Apulia
2325,"Electrolyzers with ""network related function"" in Sicily - Phase 1",ITA,2026.0,,Concept,Other Electrolysis,Unknown PtX,Grid,,CH4,,,,,,,,,,,,,1.0,,90MW,90.0,20000.0,15.6,20000.0,Random location in Sicily
2326,"Electrolyzers with ""network related function"" in Sicily - Phase 2",ITA,2031.0,,Concept,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,,,1.0,,,,,,,600MW,610.0,135556.0,105.7,135556.0,Random location in Sicily
2327,IdrogeMO,ITA,2026.0,,FID/Construction,ALK,,Dedicated renewable,Solar PV,H2,,,,,,1.0,1.0,,,,,,,,2.5MW,2.5,543.0,0.4,543.0,Modena
2328,H2@Hydro,DEU,2026.0,,Concept,PEM,,Dedicated renewable,Hydropower,H2,,,,,,1.0,1.0,,,,,,,,50MW,50.0,9615.0,7.5,9615.0,Albruck
2335,H2 Genesis Project,CHL,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,Unknown,H2,,,,,,,,1.0,,,,,,,100MW,100.0,22222.0,17.3,22222.0,Random location in Antofagasta
2336,San Pedro Mining Project,CHL,2024.0,,DEMO,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,,,,,,,2MW,2.0,444.0,0.3,444.0,Random place at Metropolitana de Santiago
2340,Green Urea production in Colombia,COL,2027.0,,Feasibility study,ALK,,Dedicated renewable,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,30MW - 100 ton urea/ day,30.0,6522.0,5.1,6522.0,"Palmira, Valle del Cauca"
2341,Prothium,COL,2025.0,,Operational,ALK,,Dedicated renewable,Hydropower,Ammonia,,1.0,,,,,,,,,,,,,"2,3 MW",2.3,500.0,0.4,500.0,"Sabaneta, Antioquia"
2342,Deuterium,COL,2030.0,,Feasibility study,ALK,,Dedicated renewable,Hydropower,Ammonia,,1.0,,,,,,,,,,,,,23 MW,23.0,5000.0,3.9,5000.0,"Antioquia, Colombia"
2344,TW Solar Sucre,COL,2030.0,,Feasibility study,PEM,,Dedicated renewable,Others/Various,H2,1.0,1.0,,,1.0,,,,,,,,,,1000 MW,1000.0,192308.0,149.9,192308.0,"Santiago de Tolú, Sucre, Colombia"
2346,AES Colombia,COL,2032.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,91250 tH2/year,537.0,,,0.0,Random location in Colombia
2347,HRS hydrogen refueling station,COL,2027.0,,Concept,PEM,,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,2 MW,2.0,385.0,0.3,385.0,Random location in Colombia
2348,HUB hidrogeno Atlántico II,COL,2030.0,,Concept,PEM,,Dedicated renewable,Solar PV,H2,1.0,1.0,,,1.0,,,,,,,,,,2.15 GW,2150.0,413462.0,322.4,413462.0,"Sabanalarga, Atlantico"
2349,HUB hidrogeno verde Cartagena,COL,2030.0,,Feasibility study,PEM,,Dedicated renewable,Solar PV,H2,1.0,1.0,,,,,,,,,,,,,40 MW,40.0,7692.0,6.0,7692.0,"Cartagena, Bolivar"
2352,BEAUTY AMMONIA,COL,2027.0,,Feasibility study,ALK,,Grid,,Ammonia,,1.0,,,,,,,,,,,,,1000 MW,1000.0,217391.0,169.5,217391.0,Caribean coast
2353,SITP Hydrogen Bus,COL,2023.0,,DEMO,PEM,,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,165 kW,0.165,32.0,0.0,32.0,"Bogotá, Colombia"
2357,UCSC project,CHL,2024.0,,Operational,Other Electrolysis,Unknown PtX,Grid+Renewables,Others/Various,H2,,,,,,1.0,1.0,,,,,,,,25kW,0.025,6.0,0.0,6.0,Random location in Biobío
2358,Cabeza de Mar,CHL,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,Ammonia,,1.0,,,1.0,,,,,,,,,,600MW - 750 kt NH3/y production,600.0,133333.0,104.0,133333.0,Random location in Magallanes
2359,Tango project,CHL,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,Others/Various,Ammonia,,1.0,,,1.0,,,,,,,,,,172 kt NH3/y production,255.4,56752.0,44.0,56752.0,Random location in Antofagasta
2361,HRS for FCAB hydrogen train,CHL,2024.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,,0.0,,,0.0,Random location in Antofagasta
2363,Planta Piloto Móvil de H2V,CHL,2022.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,0.02MW,0.02,4.0,0.0,4.0,Random location in Antofagasta
2364,Volta project,CHL,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,350MW,350.0,77778.0,60.6,77778.0,Random location in Antofagasta
2365,Llaquedona green hydrogen,CHL,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,Ammonia,,1.0,,,,,,,,,,,,,1500MW - 500 kt NH3/y production,1500.0,333333.0,259.9,333333.0,Random location in Magallanes
2366,Tecoil,FIN,2020.0,,Operational,Other Electrolysis,Unknown PtX,Grid,,H2,1.0,,,,,,,,,,,,,,0.7MW,0.7,156.0,0.1,156.0,Hamina
2367,BÜKKABRÁNY PtG,HUN,2024.0,,Operational,PEM,,Dedicated renewable,Solar PV,H2,,,,,,,1.0,,,,,,,,1MW,1.0,192.0,0.1,192.0,Bükkábrányi
2368,Hellisheidi ON Power ely,ISL,2018.0,,Operational,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,0.7MW,0.7,156.0,0.1,156.0,Hellisheidi
2369,H2 for Ovako steel mill in Smedjebacken,SWE,2026.0,,Feasibility study,ALK,,Grid,,H2,,,,1.0,,,,,,,,,,,17MW,17.0,3696.0,2.9,3696.0,Ovako Smedjebacken plant
2371,Wasserstoffproduktion Ostschweiz AG,CHE,2022.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,2 MW,2.0,444.0,0.3,444.0,St. Gallen
2372,Kanadevia Inova (formerly Hitachi Zosen Inova) PtH Buchs,CHE,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,1.0,,,,,,,,,,2.3 MW,2.3,511.0,0.4,511.0,Buchs
2373,Arbikie Distillery,GBR,2025.0,,FID/Construction,ALK,,Dedicated renewable,Onshore wind,H2,,,,,1.0,,,,,,,,,,0.9MW,0.9,196.0,0.15,196.0,Montrose
2375,Green Ammonia,COL,2040.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,Ammonia,,1.0,,,,,,,,,,,,,3500 MW,3500.0,777778.0,606.4,777778.0,Random location in Colombia
2379,Green Ammonia,COL,2030.0,,Concept,PEM,,Grid,,Ammonia,,1.0,,,,,1.0,,,,,,,,130 MW,130.0,25000.0,19.5,25000.0,Random location in Colombia
2385,"H2 Pierre-Bénite (Phase 2, final)",FRA,2030.0,,Concept,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,,,,,,,,,,40MW,20.0,4444.0,3.5,4444.0,"Pierre-Bénite, Rhône, Auvergne-Rhône-Alpes, France"
2386,Dijon Métropole Smart EnergHy (DMSE) - Station 2,FRA,2026.0,,FID/Construction,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,2 MW,2.0,435.0,0.3,435.0,"Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France"
2387,NFC Belfort (Phase 2),FRA,2025.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,2MW,1.0,217.0,0.2,217.0,"Danjoutin, Territoire de Belfort, Bourgogne-Franche-Comté, France"
2389,EcoH2 Breizh1,FRA,2026.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,1.0,,,,,,,,,10MW,10.0,2222.0,1.7,2222.0,"Sizun, Finistère, Bretagne, France"
2390,EcoH2 Breizh2,FRA,2027.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,1.0,,,,,,,,,10MW,10.0,2222.0,1.7,2222.0,"Mauron, Morbihan, Bretagne, France"
2391,HyCOR,FRA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,1.0,,,,,,,,,20MW,20.0,4444.0,3.5,4444.0,"Non Localisable, Haute-Corse, Corse, France"
